expense_id,user_id,category_id,month,year,amount
830,9,2,Jun,2024,384.35
831,14,1,May,2024,159.61
832,6,6,Sep,2024,664.69
833,10,2,Dec,2024,736.25
834,19,5,Dec,2023,727.87
835,2,3,Oct,2024,339.89
836,2,6,Aug,2024,105.92
837,15,6,Jun,2024,15.49
838,15,6,Apr,2024,935.35
839,20,4,Sep,2023,265.93
840,17,5,Jan,2024,217.81
841,5,3,Feb,2023,153.5
842,1,4,Jun,2024,96.42
843,11,2,May,2023,949.08
844,11,6,Jun,2024,108.08
845,3,2,Jan,2024,720.85
846,10,6,Jul,2023,581.01
847,7,1,Feb,2024,729.41
848,20,6,Apr,2023,826.18
849,1,3,Feb,2023,305.48
850,6,2,Oct,2023,210.82
851,20,6,Feb,2023,584.5
852,15,2,Dec,2023,489.9
853,19,6,Oct,2023,89.17
854,10,3,Jul,2023,71.48
855,4,4,Jul,2023,670.91
856,7,5,Dec,2023,554.95
857,3,5,Feb,2023,733.54
858,17,5,Feb,2023,359.56
859,4,4,Sep,2023,91.07
860,13,2,Sep,2024,271.59
861,8,5,Aug,2024,624.05
862,19,5,Oct,2024,771.32
863,16,4,Nov,2024,924.2
864,5,3,Apr,2023,889.9
865,18,5,Apr,2023,955.83
866,12,4,Dec,2024,958.01
867,9,6,Nov,2024,745.88
868,2,2,Mar,2023,681.57
869,12,2,Nov,2024,945.28
870,12,5,Jun,2023,397.71
871,8,3,May,2023,102.86
872,12,1,Oct,2024,884.59
873,19,2,Aug,2024,609.5
874,9,5,Oct,2023,478.86
875,3,5,Feb,2024,70.75
876,18,5,Jul,2023,545.77
877,18,4,Nov,2023,105.84
878,11,2,Feb,2024,142.34
879,3,1,Jul,2024,160.38
880,2,4,Jun,2023,740.95
881,19,3,Apr,2024,579.08
882,5,3,Apr,2024,931.33
883,16,4,Oct,2023,204.0
884,14,1,Apr,2024,568.32
885,9,5,Jan,2024,313.05
886,9,4,Oct,2024,54.61
887,11,6,Jul,2024,920.2
888,14,2,Dec,2023,325.87
889,20,3,Jan,2023,289.9
890,7,4,Feb,2023,175.67
891,10,3,Sep,2024,560.28
892,12,2,May,2023,793.55
893,12,5,Mar,2023,983.57
894,12,3,May,2023,222.61
895,19,5,Sep,2023,107.13
896,20,5,Nov,2024,877.08
897,9,6,Aug,2024,116.42
898,18,2,Aug,2024,479.69
899,15,3,Nov,2024,783.41
900,10,3,Aug,2024,575.06
901,10,3,Jul,2024,779.88
902,15,3,Aug,2023,564.01
903,18,2,Apr,2024,229.9
904,5,3,May,2023,751.18
905,7,5,Aug,2024,775.23
906,1,4,Apr,2024,869.42
907,14,3,May,2024,117.31
908,11,5,Oct,2024,279.92
909,19,6,Nov,2023,979.71
910,14,4,Mar,2024,105.55
911,9,3,Jul,2023,176.56
912,4,4,Aug,2024,563.73
913,3,4,May,2023,482.78
914,16,6,Jul,2023,194.34
915,17,2,Nov,2024,391.27
916,10,4,May,2023,820.13
917,10,3,Feb,2024,755.37
918,10,4,Nov,2023,313.05
919,1,5,May,2023,991.04
920,20,3,Jul,2023,676.26
921,11,6,Aug,2023,834.44
922,5,1,Mar,2023,67.32
923,2,4,Mar,2024,102.12
924,15,3,Jul,2024,377.96
925,19,3,Feb,2023,537.57
926,8,2,Jul,2024,788.31
927,11,1,Jun,2024,942.4
928,19,1,Jan,2023,325.84
929,2,5,Jan,2024,864.35
930,20,3,Dec,2023,338.73
931,17,6,May,2024,752.89
932,12,3,Mar,2024,602.12
933,4,4,Jul,2024,190.52
934,1,2,Jun,2023,699.79
935,16,2,Aug,2024,469.44
936,11,6,Nov,2024,908.11
937,13,3,Oct,2024,142.97
938,12,4,Mar,2023,666.96
939,15,5,Jan,2024,612.76
940,8,1,Jun,2024,530.29
941,2,4,Apr,2024,260.09
942,5,1,Jun,2024,288.28
943,3,3,Jul,2024,943.44
944,12,5,Sep,2024,435.97
945,11,2,Feb,2023,631.06
946,14,6,Mar,2024,958.79
947,3,6,Jan,2023,307.89
948,13,3,Jun,2024,938.16
949,4,3,Dec,2023,505.39
950,19,3,Jul,2024,246.94
951,11,1,Jul,2024,927.29
952,10,6,Oct,2024,474.5
953,16,2,Jan,2023,512.54
954,4,1,Feb,2023,702.5
955,13,5,Aug,2023,223.5
956,8,1,Dec,2024,468.48
957,14,3,Jul,2024,325.5
958,2,1,Jan,2024,507.83
959,17,5,Jun,2023,874.22
960,6,5,Dec,2024,294.08
961,5,1,Feb,2024,183.5
962,15,1,Feb,2024,210.34
963,18,1,Dec,2023,681.32
964,13,2,Nov,2023,216.21
965,2,6,Nov,2023,721.14
966,13,3,Oct,2024,417.07
967,6,3,Oct,2023,217.4
968,18,3,Jul,2023,412.43
969,15,1,Sep,2023,907.36
970,16,4,Feb,2023,867.64
971,14,2,Jun,2023,574.33
972,19,6,Jun,2024,576.28
973,15,4,Nov,2024,900.99
974,16,2,Nov,2024,693.16
975,1,6,May,2024,830.42
976,7,1,Jan,2024,787.41
977,6,2,Apr,2024,547.79
978,12,3,Sep,2023,555.74
979,8,3,Jan,2024,143.46
980,10,5,Nov,2023,518.98
981,13,3,May,2023,32.94
982,3,6,Jun,2024,389.55
983,8,2,Oct,2024,609.7
984,19,5,Sep,2023,178.41
985,17,5,Jun,2023,449.78
986,4,3,Jul,2024,905.55
987,20,1,Nov,2024,696.61
988,1,5,Jan,2024,620.72
989,5,1,Mar,2023,217.4
990,19,6,Apr,2023,491.36
991,2,4,Jun,2024,869.86
992,5,6,Jul,2023,773.22
993,9,1,Apr,2023,542.28
994,15,6,Dec,2024,228.8
995,10,4,Nov,2023,111.91
996,11,4,Sep,2023,24.01
997,4,1,Dec,2024,253.65
998,20,4,Aug,2024,884.1
999,14,1,Oct,2023,63.68
1000,19,4,Sep,2024,612.05
1001,16,6,Dec,2023,771.34
1002,13,6,Feb,2024,951.25
1003,17,2,Oct,2024,331.95
1004,11,6,Aug,2024,243.16
1005,20,6,Sep,2024,631.67
1006,4,1,Oct,2023,574.03
1007,11,6,Jan,2024,678.18
1008,20,3,Apr,2023,82.99
1009,1,4,Jan,2024,33.24
1010,4,1,Dec,2024,477.36
1011,5,1,Apr,2024,564.32
1012,17,1,Jan,2024,349.6
1013,16,6,Sep,2024,898.36
1014,16,4,Jan,2023,364.86
1015,20,5,Nov,2023,558.51
1016,13,4,Dec,2024,313.71
1017,5,3,Feb,2024,829.99
1018,4,4,Feb,2023,405.75
1019,14,2,Jul,2024,157.92
1020,18,5,Oct,2023,818.22
1021,9,5,Jul,2023,723.27
1022,15,3,Jan,2024,271.28
1023,16,4,May,2024,423.74
1024,4,2,Nov,2024,838.69
1025,18,2,Jan,2023,574.42
1026,13,2,Sep,2024,308.82
1027,7,1,Feb,2023,515.82
1028,17,5,Jun,2023,478.36
1029,11,4,Jul,2023,145.05
1030,1,1,May,2024,537.29
1031,15,3,Aug,2024,395.67
1032,5,1,Nov,2024,860.54
1033,13,3,Sep,2024,991.92
1034,19,3,Jun,2024,412.43
1035,19,3,Sep,2024,968.86
1036,3,1,Feb,2024,687.78
1037,4,2,Oct,2024,657.02
1038,14,5,Feb,2023,15.29
1039,15,6,Feb,2023,915.17
1040,4,2,Aug,2024,62.38
1041,10,1,Mar,2023,575.2
1042,10,1,Feb,2024,386.93
1043,5,1,Jun,2024,94.07
1044,5,4,Aug,2024,825.26
1045,5,6,Oct,2024,736.79
1046,13,3,Aug,2023,720.27
1047,8,2,Mar,2024,535.49
1048,1,5,Oct,2023,369.63
1049,3,1,May,2023,176.66
1050,11,3,Jul,2024,256.11
1051,4,5,Jan,2023,253.77
1052,15,6,Apr,2023,216.67
1053,5,2,Oct,2024,649.05
1054,20,5,May,2024,135.82
1055,5,4,Jan,2024,929.41
1056,8,4,Sep,2024,862.37
1057,5,1,Jan,2023,917.74
1058,16,5,Feb,2023,447.11
1059,16,3,Apr,2023,609.25
1060,18,2,May,2023,511.58
1061,12,6,Jan,2023,797.96
1062,4,5,Jun,2023,785.59
1063,8,3,Nov,2024,274.45
1064,19,5,Jun,2024,901.72
1065,13,1,Dec,2023,475.75
1066,11,6,Sep,2024,263.66
1067,12,6,Dec,2024,894.63
1068,2,3,Nov,2023,727.32
1069,13,6,Sep,2023,597.88
1070,11,2,Nov,2023,208.25
1071,7,6,May,2023,259.65
1072,2,6,Oct,2023,996.39
1073,4,2,Aug,2023,944.04
1074,8,3,Oct,2024,833.33
1075,9,3,Oct,2023,113.56
1076,9,6,Feb,2023,214.67
1077,13,2,Jul,2023,647.42
1078,2,6,Jul,2023,416.62
1079,7,3,Sep,2024,796.25
1080,17,4,Jul,2024,336.93
1081,2,6,Aug,2023,542.73
1082,9,1,Jul,2023,716.58
1083,2,3,Apr,2024,998.64
1084,14,3,Jul,2023,663.13
1085,2,1,May,2023,505.23
1086,19,2,Nov,2023,32.42
1087,5,1,Aug,2023,147.29
1088,9,3,Aug,2024,443.15
1089,16,6,Jul,2024,306.11
1090,16,2,May,2024,322.45
1091,19,4,Dec,2023,159.94
1092,6,6,Nov,2023,579.35
1093,16,3,Sep,2023,787.7
1094,10,6,Jul,2023,194.98
1095,1,1,May,2024,408.78
1096,17,6,Jun,2023,899.42
1097,2,1,Dec,2024,816.73
1098,15,2,Oct,2024,864.02
1099,1,6,Feb,2023,923.1
1100,4,6,May,2023,371.99
1101,7,6,May,2024,822.9
1102,4,1,Sep,2023,555.67
1103,1,6,Feb,2023,258.07
1104,19,6,Oct,2024,237.53
1105,19,4,May,2024,144.48
1106,7,5,Dec,2024,255.4
1107,20,4,Aug,2024,243.49
1108,1,3,Nov,2023,790.36
1109,8,6,Dec,2023,581.32
1110,4,4,Nov,2024,852.93
1111,4,4,Nov,2024,497.41
1112,12,2,Jan,2023,899.22
1113,7,2,Mar,2024,840.83
1114,1,4,Jul,2023,121.46
1115,15,5,May,2023,47.78
1116,10,3,Jun,2023,990.25
1117,19,5,Feb,2024,708.7
1118,16,2,May,2023,893.2
1119,18,1,Sep,2023,933.91
1120,4,6,Jul,2024,998.94
1121,2,1,Dec,2024,779.79
1122,13,1,Oct,2023,95.53
1123,10,1,Jan,2023,44.56
1124,9,5,Dec,2024,302.77
1125,13,3,Feb,2024,965.92
1126,6,6,Jul,2023,749.0
1127,19,3,Sep,2023,962.95
1128,3,2,Feb,2023,827.87
1129,17,6,Mar,2023,440.43
1130,20,2,Feb,2024,311.59
1131,8,4,Apr,2024,545.51
1132,7,4,Jun,2023,907.04
1133,11,3,Nov,2023,385.14
1134,5,6,Mar,2023,252.0
1135,15,6,Aug,2023,756.71
1136,10,2,Oct,2023,311.75
1137,11,4,May,2023,18.16
1138,1,6,Jan,2023,922.47
1139,3,4,May,2023,981.35
1140,4,3,Sep,2023,116.76
1141,13,5,Oct,2023,658.93
1142,16,1,Apr,2023,431.09
1143,3,6,Aug,2023,172.41
1144,4,6,Mar,2023,906.57
1145,6,5,May,2023,102.22
1146,10,5,Jul,2024,280.16
1147,18,4,Apr,2024,628.18
1148,6,4,Mar,2023,388.78
1149,4,2,Jul,2024,952.65
1150,12,5,Apr,2024,302.16
1151,12,6,Jun,2024,678.58
1152,12,3,Apr,2023,235.36
1153,13,2,May,2023,460.55
1154,3,6,Jan,2024,216.03
1155,17,3,Sep,2024,858.23
1156,4,3,Oct,2023,593.38
1157,5,4,May,2024,260.49
1158,9,3,Jun,2023,541.16
1159,4,1,Oct,2023,476.52
1160,2,1,Jun,2023,509.21
1161,16,3,Jan,2023,169.72
1162,19,4,Dec,2024,918.35
1163,7,6,Dec,2023,283.57
1164,12,4,Feb,2024,369.28
1165,11,2,Apr,2023,293.45
1166,7,2,Feb,2024,865.89
1167,18,5,Dec,2023,647.73
1168,9,2,Dec,2024,519.12
1169,4,4,Dec,2024,178.36
1170,19,1,Aug,2024,111.31
1171,14,1,Oct,2024,945.24
1172,8,2,Oct,2024,556.84
1173,19,5,May,2024,429.15
1174,18,6,Nov,2024,692.52
1175,12,1,Nov,2023,706.99
1176,17,2,Mar,2024,11.37
1177,19,4,Dec,2023,324.25
1178,3,4,Nov,2023,871.65
1179,5,1,Sep,2024,997.35
1180,19,6,Aug,2024,748.78
1181,5,3,Aug,2023,637.83
1182,18,5,Apr,2023,447.29
1183,17,6,Sep,2024,465.03
1184,2,6,May,2023,535.3
1185,16,4,May,2023,147.66
1186,20,6,Jun,2023,516.38
1187,14,4,Jun,2023,549.74
1188,1,1,Oct,2023,980.69
1189,12,3,May,2023,917.18
1190,17,5,Mar,2023,127.85
1191,8,2,Nov,2023,750.51
1192,4,1,Nov,2024,363.51
1193,18,1,Jan,2023,147.1
1194,12,1,Feb,2024,862.93
1195,8,4,Apr,2024,827.57
1196,2,1,Jan,2023,888.0
1197,10,3,Jun,2024,499.75
1198,13,2,Oct,2024,498.2
1199,19,4,May,2024,576.72
1200,7,6,Dec,2023,515.16
1201,11,2,Apr,2023,620.87
1202,15,6,May,2023,956.67
1203,15,1,Jan,2024,83.57
1204,11,5,May,2023,168.06
1205,1,6,Oct,2023,920.7
1206,14,5,Feb,2023,169.32
1207,16,6,Apr,2024,66.09
1208,4,4,Dec,2023,108.03
1209,18,3,Aug,2023,478.48
1210,20,4,Jan,2023,475.15
1211,8,5,Feb,2023,62.93
1212,1,1,Sep,2024,351.25
1213,6,3,Jan,2023,582.81
1214,14,3,Apr,2024,829.0
1215,5,2,Feb,2024,714.37
1216,16,6,Jun,2023,44.59
1217,13,1,Nov,2024,817.49
1218,13,3,May,2023,367.15
1219,18,4,Mar,2024,393.48
1220,18,4,Jul,2024,560.39
1221,16,5,May,2023,236.39
1222,12,4,Feb,2024,189.01
1223,5,4,Aug,2024,554.87
1224,15,4,Mar,2024,99.49
1225,10,3,Jan,2023,411.23
1226,18,1,Feb,2023,981.1
1227,7,2,Aug,2023,635.16
1228,12,5,Sep,2024,332.36
1229,19,6,Dec,2023,718.56
1230,13,4,Jun,2023,286.5
1231,6,1,May,2023,50.42
1232,12,4,Dec,2024,386.37
1233,3,6,Apr,2024,684.1
1234,16,4,Jul,2024,334.65
1235,6,2,Dec,2023,105.74
1236,14,5,Dec,2024,402.07
1237,17,2,May,2024,645.11
1238,5,2,Oct,2024,127.86
1239,9,3,Jul,2023,659.02
1240,2,1,Oct,2023,495.17
1241,12,5,May,2024,443.33
1242,15,3,Apr,2023,11.85
1243,20,2,Jun,2023,450.84
1244,11,4,Mar,2024,504.43
1245,1,5,May,2023,470.85
1246,8,6,Nov,2023,236.37
1247,9,3,Sep,2023,749.43
1248,5,5,Oct,2023,560.52
1249,11,3,Jul,2023,172.85
1250,18,1,Sep,2024,251.81
1251,8,4,Feb,2024,970.05
1252,3,1,Aug,2023,151.4
1253,14,5,Apr,2024,430.82
1254,13,4,Aug,2024,315.78
1255,9,4,Nov,2024,299.46
1256,11,2,Jan,2024,634.58
1257,10,2,Nov,2024,378.08
1258,1,1,Mar,2023,404.46
1259,15,4,Apr,2024,545.11
1260,11,6,Dec,2023,749.46
1261,17,6,Nov,2023,499.6
1262,13,5,Sep,2024,438.8
1263,13,2,Nov,2023,126.22
1264,16,2,Apr,2024,289.15
1265,10,4,Aug,2024,524.81
1266,7,1,Jun,2023,676.39
1267,11,3,Apr,2023,41.3
1268,2,2,Aug,2024,172.12
1269,20,3,Nov,2024,567.48
1270,4,2,Sep,2023,389.85
1271,20,1,Sep,2024,959.13
1272,16,3,Mar,2023,730.42
1273,8,1,Mar,2023,771.04
1274,18,5,May,2024,317.92
1275,16,6,Feb,2023,728.82
1276,7,3,Feb,2023,121.71
1277,10,6,Jul,2024,182.75
1278,11,4,Nov,2024,247.62
1279,9,6,Feb,2023,97.62
1280,19,6,Dec,2023,764.4
1281,18,1,Jan,2024,90.84
1282,9,4,Apr,2024,227.9
1283,20,6,Nov,2023,917.07
1284,15,6,Dec,2024,747.8
1285,3,3,Mar,2024,779.28
1286,16,5,Feb,2023,187.37
1287,19,3,Oct,2023,276.2
1288,10,5,May,2024,327.78
1289,8,1,Apr,2024,254.44
1290,16,3,Sep,2023,652.33
1291,13,2,Jun,2024,913.52
1292,19,5,Jan,2024,84.54
1293,16,6,Feb,2023,800.29
1294,3,5,Apr,2023,302.29
1295,3,3,Dec,2023,420.47
1296,1,6,Nov,2023,985.96
1297,19,2,Apr,2024,639.71
1298,6,4,Jul,2023,249.35
1299,12,3,Oct,2024,62.31
1300,10,6,Dec,2023,793.49
1301,12,4,Feb,2024,323.39
1302,14,4,Feb,2024,173.74
1303,2,4,Jun,2023,957.48
1304,2,4,Jul,2023,362.76
1305,12,2,Dec,2024,761.8
1306,7,1,Mar,2023,251.33
1307,15,4,Jul,2024,831.7
1308,12,3,Jun,2024,834.0
1309,6,2,Oct,2024,671.0
1310,7,1,Aug,2023,561.26
1311,19,4,Feb,2024,290.27
1312,10,2,Mar,2024,67.29
1313,3,2,Aug,2023,34.91
1314,11,3,Feb,2024,442.18
1315,1,2,Feb,2023,176.7
1316,1,5,Mar,2023,805.69
1317,7,3,Jan,2023,80.9
1318,12,5,Feb,2023,127.29
1319,14,3,Aug,2024,304.14
1320,2,3,Mar,2023,687.74
1321,5,1,Apr,2024,111.46
1322,12,6,Jun,2023,216.22
1323,13,6,Jan,2023,433.83
1324,12,4,Jan,2023,946.21
1325,1,5,Sep,2023,438.5
1326,17,1,Sep,2024,781.58
1327,17,1,Nov,2024,591.92
1328,3,2,May,2024,493.05
1329,18,2,Apr,2024,11.08
1330,1,5,May,2023,221.75
1331,19,2,Jan,2024,576.0
1332,15,2,Sep,2023,557.91
1333,5,6,Aug,2024,13.1
1334,12,5,Dec,2024,901.72
1335,10,4,Apr,2024,644.2
1336,1,2,May,2024,596.49
1337,11,2,Sep,2024,453.75
1338,11,2,Feb,2024,243.24
1339,1,2,Aug,2023,777.48
1340,16,5,Apr,2024,841.39
1341,3,4,Nov,2023,219.86
1342,19,4,Nov,2023,208.55
1343,4,3,Apr,2024,595.56
1344,16,3,Jan,2023,770.51
1345,14,5,Dec,2023,222.59
1346,20,5,Aug,2023,870.43
1347,15,2,Apr,2023,83.92
1348,12,1,Nov,2024,767.93
1349,11,6,Nov,2024,323.98
1350,1,6,Jan,2023,999.63
1351,8,1,Jan,2023,67.35
1352,13,2,Nov,2024,97.5
1353,16,6,May,2024,694.04
1354,19,6,Apr,2023,934.0
1355,3,2,May,2023,324.32
1356,15,5,Nov,2024,732.79
1357,19,3,May,2024,403.17
1358,3,6,May,2024,841.37
1359,10,5,Oct,2023,213.08
1360,1,1,May,2023,384.33
1361,12,4,Oct,2023,608.34
1362,17,1,Apr,2023,995.56
1363,17,6,Apr,2023,841.05
1364,4,4,Jun,2023,321.4
1365,17,1,Mar,2023,881.87
1366,8,4,Jul,2024,33.03
1367,13,3,Jun,2024,566.04
1368,5,6,Nov,2024,766.07
1369,14,3,Jan,2023,15.19
1370,16,3,Jul,2023,937.88
1371,12,6,Mar,2023,75.95
1372,17,2,Feb,2024,494.61
1373,15,6,Oct,2023,213.39
1374,14,3,Feb,2023,98.59
1375,9,3,Feb,2023,422.33
1376,18,2,Oct,2024,114.97
1377,15,5,Sep,2023,390.51
1378,15,4,Oct,2023,535.05
1379,4,4,Apr,2024,414.55
1380,8,1,Apr,2024,810.45
1381,7,5,May,2024,518.78
1382,17,4,May,2024,665.35
1383,1,2,Feb,2024,613.91
1384,1,6,Dec,2024,290.3
1385,14,5,Jul,2023,12.57
1386,11,1,Feb,2024,452.26
1387,3,1,Feb,2023,328.62
1388,18,5,Jul,2024,105.59
1389,9,5,Jul,2023,89.78
1390,10,5,Jun,2023,800.56
1391,4,4,Nov,2023,40.85
1392,19,4,Aug,2023,730.01
1393,10,3,Mar,2023,681.82
1394,18,4,Dec,2024,676.54
1395,7,6,Sep,2023,841.34
1396,4,1,Apr,2023,979.71
1397,8,4,Dec,2024,801.03
1398,16,5,Jun,2024,687.26
1399,18,6,Mar,2024,490.15
1400,16,2,Oct,2024,78.01
1401,12,2,Jul,2024,372.43
1402,19,2,Oct,2023,599.06
1403,13,1,Jan,2024,764.75
1404,15,3,Apr,2023,799.08
1405,5,1,Mar,2024,402.73
1406,7,5,Dec,2024,859.08
1407,11,6,Oct,2023,346.63
1408,9,4,Dec,2023,288.99
1409,5,4,May,2023,860.12
1410,5,3,Nov,2024,570.14
1411,14,1,Mar,2024,833.26
1412,17,5,Dec,2023,549.12
1413,14,5,Nov,2024,248.24
1414,19,4,Mar,2024,374.99
1415,10,6,Jun,2024,65.32
1416,18,1,Apr,2024,352.0
1417,17,6,Apr,2024,547.52
1418,7,4,Apr,2024,619.92
1419,16,6,Jul,2023,494.45
1420,13,4,Mar,2024,729.86
1421,9,1,Sep,2023,928.79
1422,18,6,Nov,2023,872.61
1423,15,4,Dec,2024,52.06
1424,12,5,Nov,2024,828.29
1425,6,3,Aug,2023,604.39
1426,8,5,Apr,2023,552.12
1427,2,4,Nov,2023,353.27
1428,12,3,Jul,2023,154.41
1429,7,6,Mar,2024,476.57
1430,12,6,Jun,2023,177.03
1431,4,2,Jul,2023,155.07
1432,1,3,Jul,2023,290.33
1433,5,6,Jun,2023,662.74
1434,3,6,Nov,2023,893.54
1435,19,6,Jun,2023,512.08
1436,1,3,Oct,2023,327.75
1437,20,4,Jul,2023,120.85
1438,4,1,Jul,2024,411.91
1439,9,6,Apr,2023,975.83
1440,2,1,Oct,2023,225.78
1441,11,6,Apr,2024,215.32
1442,6,5,May,2024,965.6
1443,12,1,Sep,2023,340.92
1444,19,2,Nov,2023,695.1
1445,1,4,Aug,2023,738.79
1446,19,2,May,2023,49.05
1447,11,4,Feb,2023,682.87
1448,20,3,Jun,2024,149.97
1449,15,1,Oct,2023,989.76
1450,11,1,May,2024,293.04
1451,10,1,Jul,2023,910.45
1452,13,5,Mar,2024,407.26
1453,9,6,Jan,2024,249.3
1454,14,5,Apr,2023,943.91
1455,12,6,Feb,2024,66.45
1456,5,4,Jul,2023,616.63
1457,20,2,Aug,2024,896.75
1458,5,5,May,2024,205.83
1459,15,6,May,2023,680.48
1460,4,6,Mar,2024,291.97
1461,2,6,Apr,2023,319.17
1462,8,5,Jul,2023,334.24
1463,18,6,Apr,2024,597.98
1464,7,2,Aug,2024,426.94
1465,9,3,Oct,2024,793.43
1466,17,6,May,2023,391.53
1467,18,1,Apr,2023,931.32
1468,15,5,Nov,2023,656.3
1469,20,5,Aug,2023,197.54
1470,3,6,Oct,2024,165.5
1471,18,6,Jun,2024,682.2
1472,15,3,Jan,2024,470.81
1473,10,2,Dec,2023,980.65
1474,1,1,Feb,2024,139.17
1475,20,1,May,2023,38.43
1476,2,4,Jul,2024,855.27
1477,17,1,Apr,2024,349.2
1478,7,4,Sep,2024,176.08
1479,7,5,Aug,2023,247.03
1480,10,1,Oct,2024,583.3
1481,15,6,Feb,2024,247.77
1482,9,5,Mar,2023,888.43
1483,16,3,Feb,2023,797.29
1484,4,2,Feb,2024,317.11
1485,17,3,Mar,2024,649.64
1486,18,2,Apr,2024,554.0
1487,3,3,Jan,2024,117.43
1488,13,6,Feb,2023,633.41
1489,2,6,Feb,2023,308.56
1490,8,3,Dec,2024,694.66
1491,9,4,Jun,2023,191.72
1492,10,2,Mar,2023,289.25
1493,4,1,Jan,2024,10.94
1494,6,4,Oct,2024,820.37
1495,6,3,Nov,2024,865.44
1496,15,5,Apr,2024,471.88
1497,14,3,Nov,2024,306.12
1498,1,3,Nov,2023,290.68
1499,9,1,Jun,2023,625.5
1500,15,2,Jul,2024,970.79
1501,9,6,Oct,2023,170.05
1502,11,4,Jun,2023,571.23
1503,19,1,Jul,2024,566.86
1504,12,6,Oct,2024,307.48
1505,2,6,Aug,2024,275.32
1506,18,6,Apr,2024,977.8
1507,13,5,Nov,2023,823.33
1508,6,5,Jul,2023,228.92
1509,14,1,Sep,2023,481.1
1510,6,5,Oct,2024,755.42
1511,14,3,Oct,2024,229.13
1512,7,5,Jul,2024,923.91
1513,6,2,Jul,2024,553.35
1514,10,3,Apr,2024,379.94
1515,13,6,Jun,2023,773.44
1516,20,1,Jun,2024,871.52
1517,19,1,Feb,2023,668.35
1518,11,2,Nov,2024,521.2
1519,2,3,Mar,2023,866.79
1520,12,1,Apr,2024,810.27
1521,1,4,Feb,2023,827.41
1522,10,6,Jan,2023,215.85
1523,19,4,Mar,2024,167.98
1524,18,4,Jun,2024,739.46
1525,20,3,Dec,2023,978.9
1526,16,6,Feb,2024,717.87
1527,15,2,Dec,2023,617.26
1528,9,3,Oct,2023,378.16
1529,16,3,Oct,2024,573.37
1530,11,2,Jan,2024,143.98
1531,10,5,Sep,2024,722.91
1532,20,5,Feb,2024,427.83
1533,11,3,Sep,2024,983.24
1534,7,4,Feb,2024,335.49
1535,18,6,Dec,2023,843.35
1536,4,1,Dec,2024,898.99
1537,15,5,Nov,2024,430.99
1538,14,1,Mar,2024,518.3
1539,7,6,Sep,2023,189.74
1540,13,5,Nov,2023,854.66
1541,19,1,Mar,2024,536.62
1542,18,6,Jul,2024,501.85
1543,17,4,Jan,2024,893.73
1544,16,4,Oct,2024,843.76
1545,20,3,Mar,2024,970.03
1546,13,1,Jun,2024,252.41
1547,12,2,May,2023,596.68
1548,5,4,Feb,2024,275.94
1549,16,5,Jan,2024,711.28
1550,17,4,Jul,2023,934.28
1551,11,5,Oct,2023,311.19
1552,17,4,Dec,2024,172.56
1553,14,4,May,2024,686.68
1554,12,2,Oct,2024,104.79
1555,14,6,Nov,2024,993.86
1556,4,1,Dec,2023,837.56
1557,5,4,Jul,2024,850.33
1558,8,4,Dec,2024,481.23
1559,1,6,Oct,2023,571.86
1560,3,6,Mar,2024,564.62
1561,7,3,May,2024,70.22
1562,15,1,Jul,2023,989.41
1563,13,1,Feb,2023,321.49
1564,11,5,Nov,2024,572.93
1565,1,3,Oct,2024,366.24
1566,13,1,Mar,2024,260.62
1567,1,6,Mar,2023,817.35
1568,12,4,Jul,2023,436.46
1569,16,3,May,2024,751.47
1570,7,1,Dec,2024,949.29
1571,8,4,Aug,2024,654.31
1572,5,4,Sep,2024,701.16
1573,9,3,Aug,2023,438.53
1574,13,1,Apr,2024,848.11
1575,1,2,May,2024,540.16
1576,19,6,Nov,2023,446.8
1577,12,1,Jul,2023,177.06
1578,15,5,Feb,2024,913.06
1579,20,1,Oct,2023,43.54
1580,15,6,Apr,2023,780.63
1581,1,4,Mar,2023,577.48
1582,9,1,Apr,2024,963.75
1583,2,6,Apr,2023,683.6
1584,20,4,Mar,2023,160.11
1585,6,6,Mar,2024,749.46
1586,13,1,Dec,2024,470.67
1587,7,5,Jul,2024,466.32
1588,3,1,Jan,2023,185.7
1589,10,5,Nov,2024,685.44
1590,5,1,Jan,2023,350.07
1591,18,6,Dec,2024,644.21
1592,4,1,May,2024,512.26
1593,6,6,Feb,2023,243.49
1594,16,5,Nov,2023,479.97
1595,3,4,Jul,2024,994.01
1596,6,3,Jan,2023,348.1
1597,18,3,Apr,2024,157.34
1598,6,2,Sep,2023,280.73
1599,4,4,Feb,2023,954.21
1600,3,1,Oct,2023,484.75
1601,20,4,Sep,2023,443.77
1602,18,6,Jun,2023,651.27
1603,12,4,Jun,2024,479.59
1604,6,4,Oct,2024,250.53
1605,11,2,Mar,2023,226.48
1606,8,6,Jan,2023,572.21
1607,12,2,Apr,2023,472.07
1608,2,5,Aug,2023,685.69
1609,19,5,Mar,2023,591.45
1610,11,6,Mar,2023,60.25
1611,2,5,Jun,2023,121.03
1612,18,3,Jan,2023,468.1
1613,18,4,Sep,2023,114.7
1614,18,6,Aug,2023,622.42
1615,2,5,May,2024,698.59
1616,19,2,Jun,2023,959.07
1617,16,5,Sep,2024,206.89
1618,14,3,Aug,2024,110.13
1619,11,1,Jan,2023,209.63
1620,20,3,Sep,2024,159.65
1621,11,1,Jan,2024,35.52
1622,7,3,Sep,2024,371.27
1623,15,2,Dec,2023,927.57
